文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_019_chunk4,Text,"The accumulated annealing parameter $( \Sigma \cdot { \pmb { A } } _ { i } )$ for this new process was $2 . 8 \times 1 0 ^ { - 2 0 } \mathrm { h }$ , with a $Q = 8 0 0 0 0$ calories, a very low value.",Zircaloy-2,tube,annealing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8e-20,h,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_019_chunk4,Text,The dimension of the final product is $3 4 ~ \mathrm { m m } ~ \mathrm { O D }$ and $1 \ \mathrm { m m } \ W \mathrm { T } .$,Zircaloy-2,final product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,mm,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_019_chunk5,Table 10,The other properties of the products are shown in Table 10. The data are consistent with standard Zircaloy-2 cladding tube for BWRs.,Zircaloy-2,final product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_019_chunk6,text,the annealing temperature after hot-rolling influenced the uniform corrosion more significantly than the intermediate annealing and the final annealing temperatures.,Zircaloy-4,sheets,annealing after hot-rolling; intermediate annealing; final annealing,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_019_chunk6,text,"The percentage of small precipitates below $1 0 0 \ \mathrm { n m }$ in size was important in determining corrosion resistance and had a good correlation with the annealing parameter; that is, if the percentage was lower than $30 \%$ , the corrosion resistance was satisfactory.",Zircaloy-4,,,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk1,text,Zr-2.5Nb appears to have the widest use,Zr-2.5Nb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk1,text,"hydrostatic extrusion method was shown to produce tubing with different texture, mechanical properties, and hydride characteristics than tubing from standard extrusion processes",Zr-2.5Nb,tubing,hydrostatic extrusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk1,text,Altering extrusion ratios and postextrusion annealing processes produced metallurgical characteristics that are expected to reduce irradiationinduced elongation,Zr-2.5Nb,pressure tubes,"extrusion, postextrusion annealing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk1,text,reduction parameters of the final step are the most important in determining the properties of the final tube,Zircaloy-4,tube,final reduction step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk1,text,recrystallization kinetics at temperatures above 600°C,zirconium alloys,,recrystallization,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk1,text,"in unirradiated material, a clear effect of texture was demonstrated",Zircaloy,unirradiated,,stress-corrosion cracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk1,text,"in iodine, crack initiation governs the lifetime at temperatures below about 593 K and crack propagation controls above about 663 K",Zircaloy,,,stress-corrosion cracking,,,,,,,,,,,,,,,,,,320,iodine,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk1,text,"in iodine, crack initiation governs the lifetime at temperatures below about 593 K and crack propagation controls above about 663 K",Zircaloy,,,stress-corrosion cracking,,,,,,,,,,,,,,,,,,390,iodine,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk2,text,Four papers explored phenomena in the range of temperatures below about 1573 K,,,,,,,,,,,,,,,,,,,,,,1299.85,,,,,,,,,,,,,,,,1573.0,K,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk2,text,"At high temperatures, greater than about $1 4 7 3 \textdegree C$",,,,,,,,,,,,,,,,,,,,,,1473,,,,,,,,,,,,,,,,1473.0,°C,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk2,text,surface temperatures were limited to about 2473 K,Zircaloy,,,,,,,,,,,,,,,,,,,,,2199.85,,,,,,,,,,,,,,,,2473.0,K,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk3,1,Material or environmental conditions that formed thicker impervious layers resulted in lower corrosion rates in laboratory steam tests,Zircaloy,oxide,steam oxidation,laboratory steam,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk3,1,oxide growth occurs in three stages,Zircaloy,oxide,corrosion,low-temperature water,,,,,,,,,,,,,,,,,,low,water,,,,,,,,,,,,,,,,,,,,,3.0,stages,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk3,1,nickel-alloy smearing and bonding to oxidized Zircaloy could cause accelerated hydriding,Zircaloy,oxidized,coupling,in-reactor,,,,,,,,,,,,,,,,,,,PWR water,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk3,1,chromium was an effective barrier between Zircaloy and mating nickel-bearing alloys,Zircaloy,,barrier application,in-reactor,,,,,,,,,,,,,,,,,,,PWR water,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk3,1,hydriding was accelerated by increased hydrogen overpressure or increased alkalinity of the water,Zircaloy,,corrosion,laboratory,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_057_chunk3,1,Irradiation increased both the hydrogen pickup and the coupling effect,Zircaloy,,irradiation,in-reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk1,abstract,Zircaloy-2 and Zircaloy-4 were irradiated in BWRs at a temperature near 561 K.,Zircaloy-2,irradiated,irradiation,,,,,,,,,,,,,,,,,,,561.0,BWR,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk1,abstract,Neutron fluences were at various values between 2 and 14e25 n/m² (E > 1 MeV),Zircaloy-2,irradiated,irradiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e+25–1.4e+26,n/m²,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk1,abstract,"Post-irradiation corrosion tests were conducted at 589, 673, and 793 K using standard techniques.",Zircaloy-2,post-irradiation,corrosion test,corrosion test,,,,,,,,,,,,,,,,,,589.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk1,abstract,"Post-irradiation corrosion tests were conducted at 589, 673, and 793 K using standard techniques.",Zircaloy-2,post-irradiation,corrosion test,corrosion test,,,,,,,,,,,,,,,,,,673.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk1,abstract,"Post-irradiation corrosion tests were conducted at 589, 673, and 793 K using standard techniques.",Zircaloy-2,post-irradiation,corrosion test,corrosion test,,,,,,,,,,,,,,,,,,793.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk1,abstract,"Transmission electron microscopy (STEM) was conducted on unirradiated, as-irradiated, and corrosion-tested materials.",Zircaloy-4,unirradiated,STEM analysis,STEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk1,abstract,"Transmission electron microscopy (STEM) was conducted on unirradiated, as-irradiated, and corrosion-tested materials.",Zircaloy-4,as-irradiated,STEM analysis,STEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk1,abstract,"Transmission electron microscopy (STEM) was conducted on unirradiated, as-irradiated, and corrosion-tested materials.",Zircaloy-4,corrosion-tested,STEM analysis,STEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk1,abstract,Nodular corrosion as indicated by 793 K steam testing was completely eliminated.,Zircaloy-2,post-irradiation,corrosion test,steam test,,,,,,,,,,,,,,,,,,793.0,steam,,,,,,,,,,,,,,,,,,,,,0,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk1,abstract,Postirradiation annealing at 923 K/2 h caused a return of nodules to specimen edges.,Zircaloy-2,post-irradiation annealed,annealing,,,,,,,,,,,,,,,,,,,923.0,,,,,,2.0,,,,,,,,,,,,,,,,1,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk2,Table 1,"4 × 1025, 16, 3, 4",Zircaloy-2,water rod,irradiation,irradiation,,,,,,,,,,,,,,,,,,,,,,,4e+25,,,,,,,,,,,,,,,4e+25,n/m²,16.0,μm,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk2,Table 1,"6 X 1025, 21, 5, 6, 11, 22, 23",Zircaloy-2,water rod,irradiation,irradiation,,,,,,,,,,,,,,,,,,,,,,,6e+25,,,,,,,,,,,,,,,6e+25,n/m²,21.0,μm,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk2,Table 1,"0, 0, 20, 21",Zircaloy-2,water rod,unirradiated,irradiation,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,n/m²,0.0,μm,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk3,text,The Zircaloy-2 water rod specimens having different levels of neutron fluence were tested in $4 0 0 ^ { \circ } \mathbf { C } / 1 5 0 0$ psig steam,Zircaloy-2,water rod,,corrosion,,,,,,,,,,,,,,,,,,400.0,steam,10.34,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk3,text,"The Zircaloy-4 channel base metal had nearly the same growth kinetics, Fig. 2, as the comparable Zircaloy-2 water rod specimen at the same fluence level",Zircaloy-4,channel base metal,irradiated,corrosion,,,,,,,,,,,,,,,,,,400.0,steam,10.34,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk3,text,The Zircaloy-4 channel weld specimen had a substantially higher oxide growth rate than any of the water rods,Zircaloy-4,channel weld,irradiated,corrosion,,,,,,,,,,,,,,,,,,400.0,steam,10.34,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk3,Fig. 1 caption,"FIG. 1-Corrosion of Zircaloy-4 in $3 I \delta ^ { \circ } C$ (589 K) saturated water. BWR channel material irradiated at ${ 2 9 9 ^ { \circ } C }$ (561 $\pmb { K } ,$ $I \boldsymbol { S } \times I \boldsymbol { 0 } ^ { 2 5 } \boldsymbol { n } / m ^ { 2 }$ $( { \bf E } > I \ M e V )$",Zircaloy-4,BWR channel,irradiated,corrosion,,,,,,,,,,,,,,,,,,316.0,saturated water,,,,1.5e+25,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk3,Fig. 1 caption,"BWR channel material irradiated at ${ 2 9 9 ^ { \circ } C }$ (561 $\pmb { K } ,$ $I \boldsymbol { S } \times I \boldsymbol { 0 } ^ { 2 5 } \boldsymbol { n } / m ^ { 2 }$ $( { \bf E } > I \ M e V )$",Zircaloy-4,BWR channel,irradiated,irradiation,,,,,,,,,,,,,,,,,,299.0,,,,,1.5e+25,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Table,"Specimen 20: BWR-A, water rod, seven cycle, etched",,"irradiated, etched",BWR water rod operation (seven cycles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Table,"Specimen 21: BWR-A, water rod, seven cycle, annealed 650C/2 h, etched",,"irradiated, annealed, etched","BWR water rod operation (seven cycles), annealing (650°C/2h)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Table,"Specimen 22: BWR-B, water rod, unirradiated archive",,unirradiated,archive material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Table,"Specimen 24: BWR-B, water rod, three cycle, tested with in-reactor oxide intact",,"irradiated, with oxide layer",BWR water rod operation (three cycles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Table,a Sp oled it 650G (022K) for n 2 h,,,annealing,,,,,,,,,,,,,,,,,,,650.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,FIG. 3,"Corrosion of Zircaloy-2 in 400°C (673 K) steam. BWR water rod materials irradiated at 288°C (561 K), Fluences are given in parenthesis, 10^25 n/m^2 (E > 1 MeV)",Zircaloy-2,irradiated,BWR water rod operation,corrosion test,,,,,,,,,,,,,,,,,,400.0,steam,,,,1e+25,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Text,"For the normal Zr4(Fe,Cr) precipitates in the weld metal: (a) precipitates disappear (probably dissolve) even at low fluences",,weld metal,,,"{'value': 4.0, 'unit': 'at%', 'raw_unit': 'at%'}",,,"{'value': 1.0, 'unit': 'at%', 'raw_unit': 'at%'}","{'value': 1.0, 'unit': 'at%', 'raw_unit': 'at%'}",,,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Text,thermal annealing above 560°C (833 K) induces precipitation of iron on grain boundaries,,,thermal annealing,,,,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk4,Text,Zircaloy-2 irradiated at 288°C (561 K),Zircaloy-2,irradiated,,,,,,,,,,,,,,,,,,,,288.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk5,Table 3,"As-irradiated; Boundary, % by weight; Cr: 0.21, Fe: 0.28; Matrix, % by weight; Cr: 0.03, Fe: 0.19",Zircaloy-4,weld metal,As-irradiated,STEM analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,wt%
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk5,Table 3,"673 K/10 day; Boundary, % by weight; Cr: 0.21, Fe: 0.63; Matrix, % by weight; Cr: 0.04, Fe: 0.14",Zircaloy-4,weld metal,673 K/10 day,STEM analysis,,,,,,,,,,,,,,,,,,400.0,,,,,,240.0,,,,,,,,,,,,,,,,,,0.21,wt%
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,text,"At $4 0 0 ^ { \circ } \mathbf { C }$ (673 K), irradiation-produced defects are sluggishly mobile",,irradiated,irradiation,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,10,factor,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,text,The irradiated Zircaloy-4 channel base metal contains discrete amorphous precipitates that have lost about two thirds of their iron to the matrix,Zircaloy-4,irradiated base metal,irradiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,%,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,text,40 days observed for unirradiated Zircaloy-4,Zircaloy-4,unirradiated,corrosion test,corrosion,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,40,days,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,text,The oxide thickness of the irradiated Zircaloy-4 base metal is 3.2 times thicker than for the unirradiated specimens after 160 days,Zircaloy-4,irradiated,corrosion test,corrosion,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,3.2,times,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,text,"For large precipitates $( > 0 . 2 ~ { \mu \mathrm { m } } )$ , the process is complete only at high fluence, on the order of $1 0 \times 1 0 ^ { 2 5 } \ \mathrm { n } / \mathrm { m } ^ { 2 }$",,large precipitates,irradiation,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,10,10^25 n/m²,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,text,for small precipitates $( < 0 . 1 \ \mu \mathrm { m } )$ the process can be complete at less than $1 \times 1 0 ^ { 2 5 } \mathrm { n } / \mathrm { m } ^ { 2 }$,,small precipitates,irradiation,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,10^25 n/m²,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,Table 5,"Specimen 21, Fluence 0, Rate 0.35 mg/dm²/day, Time Period >160 days",Zircaloy-2,,corrosion test,corrosion,,,,,,,,,,,,,,,,,,400.0,steam,,,,0,160.0,,,,,,,,,,,,,,,,0.35,mg/dm²/day,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,Table 5,"Specimen 1, Fluence 2, Rate 0.83 mg/dm²/day, Time Period >160 days",Zircaloy-2,,corrosion test,corrosion,,,,,,,,,,,,,,,,,,400.0,steam,,,,2,160.0,,,,,,,,,,,,,,,,0.83,mg/dm²/day,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,Table 5,"Fluence 4, Rate 1.09 mg/dm²/day, Time Period >160 days",Zircaloy-2,,corrosion test,corrosion,,,,,,,,,,,,,,,,,,400.0,steam,,,,4,160.0,,,,,,,,,,,,,,,,1.09,mg/dm²/day,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,Table 5,"Fluence 4, Rate 1.05 mg/dm²/day, Time Period >286 days, after annealing at 271 days",Zircaloy-2,annealed,corrosion test,corrosion,,,,,,,,,,,,,,,,,,400.0,steam,,,,4,286.0,,,,,,,,,,,,,,,,1.05,mg/dm²/day,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk6,Table 5,"Specimen 4 6, Rate 1.01 mg/dm²/day, at 271 days",Zircaloy-2,,corrosion test,corrosion,,,,,,,,,,,,,,,,,,400.0,steam,,,,,271.0,,,,,,,,,,,,,,,,1.01,mg/dm²/day,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk7,,$2 5 0 0 \ p \mathsf { p m }$ of iron and nickel are contained in Zircaloy-2,Zircaloy-2,,,,,,,"{'value': 2500, 'unit': 'ppm'}",,"{'value': 2500, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,ppm,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk7,,Zircaloy-2 and Zircaloy-4 have been irradiated in BWRs at $2 8 8 ^ { \circ } \mathbf { C }$ (561 K),"Zircaloy-2, Zircaloy-4",irradiated,irradiation,,,,,,,,,,,,,,,,,,,288.0,BWR water,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk7,Conclusions,Uniform corrosion rates are increased by pre-irradiation,,pre-irradiated,,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk8,text,"The hydride level in all of our as-irradiated materials was fairly low, less than about 100 ppm",Zirconium alloys,as-irradiated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk8,text,We did do analysis for hydrogen in our irradiated Zircaloy-2 materials after 273 days in 400°C steam.,Zircaloy-2,irradiated,,corrosion test,,,,,,,,,,,,,,,,,,400.0,steam,,,,,6552.0,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk8,text,"Pickup fraction for the highest fluence Material 8, which also had the highest weight gain, was 35%",Zircaloy-2,irradiated,,corrosion test,,,,,,,,,,,,,,,,,,400.0,steam,,,,highest,6552.0,,,,,,,,,,,,,,,,35,%,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk8,text,"For the lowest fluence Material 1, it was 53%",Zircaloy-2,irradiated,,corrosion test,,,,,,,,,,,,,,,,,,400.0,steam,,,,lowest,6552.0,,,,,,,,,,,,,,,,53,%,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk8,text,"for unirradiated Material 20, it was 71%",Zircaloy-2,unirradiated,,corrosion test,,,,,,,,,,,,,,,,,,400.0,steam,,,,,6552.0,,,,,,,,,,,,,,,,71,%,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk9,text,"After high fluence, the dissolution process is well advanced and c-component dislocations are present in large numbers.","Zircaloy-4, Zircaloy-2",high fluence irradiated,irradiation,STEM,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk9,text,"small precipitates lose almost all of their iron at very low fluence, less than $1 \times 1 0 ^ { 2 5 } \ \mathrm { n } / \mathrm { m } ^ { 2 }$",,irradiated,irradiation,,,,,,,,,,,,,,,,,,,,,,,,1e25 n/m²,,,,,,,,,,,,,almost all,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk9,text,c-component dislocations do not appear until the fluence is considerably higher.,,irradiated,irradiation,,,,,,,,,,,,,,,,,,,,,,,,considerably higher than 1e25 n/m²,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk9,text,"Postirradiation annealing of material irradiated to $1 . 2 \times 1 0 ^ { 2 6 } \mathrm { n } / \mathrm { m } ^ { 2 }$ $E > 1$ Mev) results in intergranular precipitation of iron, nickel-rich precipitates at $5 7 5 \mathrm { ‰}$",,irradiated and annealed,postirradiation annealing,,,,,,,,,,,,,,,,,,,575.0,,,,,1.2e26 n/m² (E>1 MeV),,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk9,text,"chromium, iron-rich precipitates at 625 to ${ \bf 7 5 0 ‰ }$",,irradiated and annealed,postirradiation annealing,,,,,,,,,,,,,,,,,,,750.0,,,,,1.2e26 n/m² (E>1 MeV),,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_024_chunk9,text,small changes in solute content can have large effects on corrosion.,,irradiated,irradiation,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large effects,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_045_chunk1,"5,6",Acceptance criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_045_chunk1,289,Effects of oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_045_chunk1,284,Compression tests Air,,,,Compression tests,,,,,,,,,,,,,,,,,,,Air,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_005_chunk1,text,"Zircon sand generally contains $1 \%$ to $3 \%$ of hafnium oxide related to zirconium oxide, sometimes more.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0–3.0,wt%,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_005_chunk1,text,extractive distillation of zirconium chloride $( Z r C l _ { 4 } )$ and hafnium chloride (HfCls) in a solvent made of molten potassium chloridealuminum chloride (KCl-AICl3) mixture above $3 5 0 \%$ at atmospheric pressure,,molten,extractive distillation,,,,,,,,,,,,,,,,,,,350.0,,0.101325,,,,,,,,,,,,,,,,,,,,350.0,°C,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_005_chunk1,text,"The flow of solvent made of melted $K C l - A l C l _ { 3 }$ , circulated from top to bottom, is less than 10 000 litres per hour",,melted,extractive distillation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
